b03-t03-p01-1.1;St. Vitalis und Pfarrhaus;50.940072;6.879163
b03-t03-p01-1.2;Kirchhof;50.939839;6.879271
b03-t03-p01-1.3;Haus Fenger-Schöngen (Wendelinstraße 63);50.940211;6.879078
b03-t03-p01-1.4;Marienhof;50.9404;6.878965
b03-t03-p01-1.5;Petershof;50.940996;6.877484
b03-t03-p01-1.6;Äußerer Grüngürtel (bei Fort V);50.942698;6.870682
b03-t03-p01-1.7;Pesche Hüsje;50.941738;6.875454
b03-t03-p01-1.8;Haus Belvedere;50.947153;6.871841
b03-t03-p01-1.9;Schule;50.94134;6.87938
b03-t03-p01-1.10;Hartzheim-Hof;50.941987;6.879373
b03-t03-p01-1.11;Gas-Häuser (Vitalisstraße);50.946408;6.885295